,name,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,weekly_discount,monthly_discount,security_deposit_perc,cleaning_fee_perc,guests_included,extra_people_perc,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
7311,Executive 3bedroom penthouse- view and pool,92%,f,3,3,f,-33.82933,151.07453,t,Apartment,Entire home/apt,8,2.0,3.0,6.0,Real Bed,,,,167.0,33.0,6,8,5,1124,5,5,1124,1124,5.0,1124.0,17,28,47,180,31,18,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,1.48,$300.00
8477,Manly Heaven,,f,3,3,t,-33.790459999999996,151.28146,t,House,Entire home/apt,8,3.5,4.0,5.0,Real Bed,,,,417.0,25.0,1,0,5,28,5,5,28,28,5.0,28.0,0,0,0,0,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,2,2,0,0,0.16,"$1,200.00"
4524,1 Room available in Bondi Beachside Apartment,,f,0,0,t,-33.88872,151.27521000000002,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,0.0,107.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,,,,,,,,f,t,f,flexible,f,f,1,0,1,0,,$75.00
2717,The Holiday Home Feeling Masterroom,,f,1,1,f,-33.92119,151.18952,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,28,58,88,178,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$500.00
2079,Cutmore Cottages - Meurants Manor B&B,100%,f,16,16,f,-33.73852,150.92434,t,Bed and breakfast,Private room,2,2.0,1.0,1.0,Real Bed,,,,0.0,0.0,2,49,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,16,0,16,0,,$59.00
951,Impressive Family Oasis while Close to Sydney CBD,100%,t,6,6,f,-33.882909999999995,151.08385,t,House,Entire home/apt,12,4.0,5.0,5.0,Real Bed,,,,160.0,70.0,8,5,1,1125,1,2,1125,1125,1.3,1125.0,21,51,81,82,20,20,93.0,9.0,9.0,9.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,6,6,0,0,1.96,$499.00
8058,NEAR NEW 2 BEDROOM APARTMENT,,f,1,1,f,-33.9084,151.10668,t,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,flexible,f,f,1,1,0,0,,$107.00
2482,Cosy Clean Self contained studio appartment,100%,t,1,1,f,-34.05227,150.75025,t,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,15,45,75,163,15,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,flexible,f,f,1,1,0,0,6.43,$99.00
1759,King Sized Room with Private Balcony,100%,t,4,4,t,-33.890159999999995,151.19595,t,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,,,,,65.0,1,29,1,1125,1,2,1125,1125,1.3,1125.0,29,59,89,90,2,0,80.0,8.0,7.0,10.0,10.0,10.0,8.0,f,f,f,strict_14_with_grace_period,f,f,4,0,4,0,0.07,$85.00
4422,"Modern, Stylish 1 bed Apt in Potts Point",100%,f,1,1,f,-33.87363,151.22449,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,0.0,30.0,1,0,4,7,4,4,7,7,4.0,7.0,11,17,36,37,21,9,93.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,1,0,0,1.21,$99.00
6704,King Room - The Blenheim Randwick,,f,3,3,f,-33.91717,151.23753,t,Boutique hotel,Private room,2,1.0,0.0,1.0,Real Bed,,,,,,2,29,2,1125,2,2,99,1125,2.0,161.3,29,59,89,185,0,0,,,,,,,,f,t,f,flexible,f,f,3,0,3,0,,$170.00
5182,Paddington modern designer home,0%,f,1,1,f,-33.88154,151.23463,t,House,Entire home/apt,5,2.5,3.0,4.0,Real Bed,,,,,,1,0,90,365,90,90,365,365,90.0,365.0,23,53,83,358,0,0,,,,,,,,f,f,f,flexible,f,f,1,1,0,0,,$249.00
8533,Experience sydney in a cool place Surry hills!!,90%,f,19,19,f,-33.893240000000006,151.21658,t,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,,,,205.0,116.0,1,0,4,1125,4,4,1125,1125,4.0,1125.0,7,7,7,7,0,0,,,,,,,,f,t,f,flexible,f,f,14,0,14,0,,$73.00
3701,"Modern, light-filled RETREAT in Central location",90%,t,2,2,t,-33.88518,151.2012,t,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,,,,250.0,68.0,2,18,2,1125,2,2,1125,1125,2.0,1125.0,15,15,16,16,99,34,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,3.04,$140.00
4243,Spacious comfortable bedroom in leafy suburb,100%,f,2,2,t,-33.81584,151.21055,t,House,Private room,2,1.0,1.0,1.0,Real Bed,,,,,43.0,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,8,38,313,6,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,t,f,moderate,f,f,2,0,2,0,0.27,$69.00
688,charming room for relaxing,,f,1,1,f,-33.91287,151.02837,f,Apartment,Private room,1,1.0,1.0,,Real Bed,,,,,,1,0,5,1125,5,5,1125,1125,5.0,1125.0,30,60,90,365,0,0,,,,,,,,f,t,f,flexible,f,f,1,0,1,0,,$75.00
3432,Beautiful Bronte,,f,1,1,f,-33.90574,151.25563,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,3,0,87.0,8.0,9.0,9.0,8.0,9.0,9.0,f,t,f,flexible,f,f,1,0,1,0,0.19,$59.00
4944,Large and Character filled one bedroom apartment,100%,f,1,1,t,-33.795190000000005,151.27823,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,0.0,25.0,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,1,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,1,0,0,1.0,$120.00
966,Inner City 1 bedroom apartment with sunny outlook,100%,t,2,2,t,-33.87174,151.21685,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,,,,385.0,92.0,1,0,60,1125,60,60,1125,1125,60.0,1125.0,30,60,90,365,24,5,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.78,$130.00
9328,VILLA ESTELLA WALK TO CITY,100%,f,1,1,f,-33.8799,151.18982,t,House,Private room,1,1.0,1.0,1.0,Real Bed,,,,202.0,30.0,1,20,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,3,3,87.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,0.96,$99.00
2713,Cozy and tidy apartment in Maroubra,,f,1,1,t,-33.94412,151.2383,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,29.74238876,28.96174863,984.0,82.0,1,41,6,1125,6,6,1125,1125,6.0,1125.0,0,0,0,0,3,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,0.07,$61.00
4757,Stunning Huge Studio &  Sunny alfresco terrace,100%,t,10,10,f,-33.83436,151.21017,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,,,303.0,81.0,2,15,1,99,1,3,99,99,1.3,99.0,6,13,24,200,4,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,6,6,0,0,2.31,$99.00
9389,Gorgeous Coogee / Clovelly Beach House,,f,1,1,f,-33.91513,151.25693,t,House,Entire home/apt,8,1.0,3.0,3.0,Real Bed,,,,83.0,50.0,1,0,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,0,0,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,,$300.00
6320,Darlinghurst Designer two storey Apartment,100%,t,3,3,f,-33.877629999999996,151.21634,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,,,67.0,43.0,1,0,1,30,1,1,30,30,1.0,30.0,15,30,30,30,43,42,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,3,3,0,0,3.51,$300.00
5975,Private Room in Sharehouse,,f,1,1,t,-33.88345,151.18268999999998,t,House,Private room,1,3.0,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,1,0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,0,1,0,0.02,$55.00
3572,Lovely house in centre of Newtown,,f,2,2,t,-33.901559999999996,151.18036999999998,t,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,,,1,0,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,40,2,92.0,10.0,9.0,10.0,9.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,2,1,1,0,0.72,$99.00
5299,Happy home,,f,1,1,f,-33.73554,151.04629,f,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$130.00
1990,BRIGHT 2BR APARTMENT BONDI JUNCTION,97%,f,33,33,f,-33.89562,151.25167,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,,,,625.0,133.0,1,0,1,1125,1,3,1125,1125,2.0,1125.0,18,40,50,169,39,25,84.0,9.0,8.0,9.0,10.0,9.0,8.0,f,t,f,moderate,f,f,23,23,0,0,2.46,$120.00
1205,Self Contained Studio Apartment at Green Square,,f,1,1,t,-33.905409999999996,151.20461,f,Guest suite,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,333.0,47.0,1,0,3,180,3,3,180,180,3.0,180.0,0,0,0,0,4,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.56,$150.00
4971,Relaxing Studio in Perfect Location,,f,1,1,f,-33.86537,151.22426000000002,t,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,,,,,,1,0,4,1125,4,4,1125,1125,4.0,1125.0,0,0,0,0,1,0,100.0,6.0,6.0,6.0,6.0,10.0,8.0,f,f,f,moderate,f,f,1,1,0,0,0.02,$76.00
6783,MASSIVE Double Room (couple or two people),,f,2,2,t,-33.888490000000004,151.28168,f,House,Private room,2,1.0,1.0,2.0,Real Bed,,,,,,1,0,2,1125,2,2,1125,1125,2.0,1125.0,23,53,83,83,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$71.00
3600,Huge 2 bedroom apartment in Bondi,,f,1,1,t,-33.892509999999994,151.25374,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,-6.732348112,,0.0,34.0,1,0,4,9,4,4,9,9,4.0,9.0,0,0,0,0,3,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.07,$174.00
6490,Single bedroom in a brand new place in Bankstown,,f,1,1,f,-33.92408,151.02434,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,,,,,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,,,,,,,,f,t,f,flexible,f,f,1,0,1,0,,$65.00
8609,Funky Surry Hills apartment Sydney,100%,t,2,2,t,-33.88742,151.21428999999998,t,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,,,,152.0,51.0,4,25,2,1125,2,2,1125,1125,2.0,1125.0,9,32,51,272,132,27,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,3.08,$197.00
9814,Female Only Flat Bondi Beach,,f,18,18,f,-33.88899,151.27097,t,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,,,,,40.0,1,0,14,1125,14,14,1125,1125,14.0,1125.0,29,59,89,364,1,1,60.0,10.0,6.0,10.0,8.0,10.0,6.0,f,f,f,strict_14_with_grace_period,f,f,14,2,9,3,0.08,$99.00
8070,Collaroy Beach is just 200 metre walk,100%,f,1,1,t,-33.72896,151.29766999999998,t,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,,,,,,1,0,5,1125,5,5,1125,1125,5.0,1125.0,17,17,17,17,4,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,flexible,f,f,1,1,0,0,1.09,$99.00
8577,Boutique Studio with Terrace and shared bathroom,100%,f,17,17,f,-33.87529,151.2252,t,Boutique hotel,Private room,2,1.0,1.0,1.0,Real Bed,,,,617.0,62.0,1,0,1,90,1,5,90,90,1.4,90.0,23,53,83,248,14,10,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,f,moderate,f,f,16,0,16,0,0.76,$81.00
7973,"Leafy, quiet home close to City and restaurants",,f,1,1,t,-33.82508,151.20595,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,417.0,66.0,4,0,3,1125,3,3,1125,1125,3.0,1125.0,0,30,32,32,8,3,97.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.4,$120.00
1625,PROS - Birchgrove Chimes,86%,f,99,99,t,-33.85076,151.18292,t,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,,,,423.0,67.0,1,0,7,1125,7,10,1125,1125,7.7,1125.0,8,8,8,36,1,0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,f,f,f,super_strict_60,f,f,98,98,0,0,0.03,$473.00
536,Newly settled three bedrooms apartment in CBD,99%,f,74,74,f,-33.86769,151.20457,t,Apartment,Entire home/apt,8,2.0,3.0,4.0,Real Bed,,,,83.0,23.0,6,2,2,1125,2,2,1125,1125,2.0,1125.0,9,29,52,62,25,25,98.0,10.0,10.0,9.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,64,64,0,0,3.0,$599.00
8766,Darlinghurst Room with Pool,,f,1,1,f,-33.87771,151.22659,t,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,,,,,43.0,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,,$81.00
7970,.Bondi Beach Pad.,100%,t,9,9,t,-33.89353,151.26366000000002,t,Apartment,Entire home/apt,6,2.0,2.0,5.0,Real Bed,,,,251.0,116.0,2,8,3,1125,3,7,1125,1125,3.2,1125.0,18,48,78,194,4,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,t,t,6,6,0,0,1.36,$199.00
4212,One Bedroom Queen Bed.,,f,1,1,f,-33.92326,151.07602,f,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$81.00
6456,Neutral Bay 2089 - close to CBD,,f,1,1,f,-33.83324,151.21758,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,,,,,1,0,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,1,0,100.0,8.0,8.0,10.0,10.0,8.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.03,$71.00
3507,NS181 - Waterfront With Pool & Courtyard Access,85%,f,148,148,t,-33.8446,151.21743,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,660.0,123.0,1,0,31,1125,10,31,1125,1125,28.6,1125.0,19,30,37,45,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,148,148,0,0,,$197.00
8393,Cozy Private Guesthouse,100%,f,1,1,f,-34.04123,150.82611,t,Guesthouse,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,,,,,1,0,2,30,2,2,30,30,2.0,30.0,27,57,87,362,67,18,92.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,2.29,$89.00
7112,"Nice And Cosy Studio, Couples dream",,f,1,1,t,-33.8443,151.21104,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,4.7619047619999995,,,17.0,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,moderate,f,f,1,1,0,0,,$150.00
2708,Private master room rosebery short term rent,100%,f,1,1,f,-33.91429,151.20819,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,0.0,69.0,1,0,5,1125,5,5,1125,1125,5.0,1125.0,6,10,10,200,0,0,,,,,,,,f,f,f,flexible,f,f,1,0,1,0,,$58.00
5031,Sunny Room With Private Bathroom in Prime Location,,f,1,1,t,-33.869040000000005,151.08807,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,189.0,15.0,2,30,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,4,0,90.0,10.0,10.0,10.0,9.0,10.0,10.0,f,t,f,flexible,f,f,1,0,1,0,0.23,$66.00
6514,3 bedroom renovated beach house,,f,1,1,f,-33.973240000000004,151.15008999999998,f,House,Entire home/apt,4,1.0,3.0,3.0,Real Bed,,,,120.0,72.0,1,0,2,1116,2,2,1116,1116,2.0,1116.0,0,0,0,0,9,0,95.0,9.0,9.0,10.0,9.0,9.0,9.0,f,f,f,moderate,f,f,1,1,0,0,0.3,$166.00
4662,Mountains Retreat,,f,1,1,f,-33.79598,150.69075,t,House,Entire home/apt,10,2.0,5.0,5.0,Real Bed,,,,201.0,36.0,10,10,7,28,7,7,28,28,7.0,28.0,0,0,0,0,1,0,100.0,10.0,8.0,10.0,10.0,8.0,10.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.06,$249.00
4021,Conveniently close to Cronulla Beach and Mall,100%,t,2,2,f,-34.04585,151.15446,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,81.0,1,0,1,1125,1,2,1125,1125,1.1,1125.0,24,51,74,224,56,56,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,2,2,0,0,5.14,$99.00
1854,Sunny Seaside Abode,100%,t,2,2,f,-33.796009999999995,151.28415,t,Loft,Entire home/apt,4,1.0,2.0,3.0,Real Bed,,,,233.0,40.0,2,10,2,1125,1,2,1125,1125,2.0,1125.0,9,23,42,107,13,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,2,2,0,0,5.65,$150.00
9272,Bright & breezy Bronte flat,,f,2,2,t,-33.90661,151.25637,f,Apartment,Entire home/apt,3,,2.0,,Real Bed,,,,,20.0,1,25,1,1125,1,1,1125,1125,1.0,1125.0,23,53,83,358,1,0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,2,1,1,0,0.02,$200.00
2872,"Ocean View Beach Home, with 2 Relaxed Cats",,f,1,1,f,-33.943459999999995,151.25881,t,Apartment,Entire home/apt,4,1.5,3.0,3.0,Real Bed,,,,115.0,55.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.16,$174.00
3030,Sun-filled beach home with pool & ocean view,,f,1,1,t,-33.6399,151.32182,t,House,Entire home/apt,6,2.0,3.0,5.0,Real Bed,,,,253.0,51.0,1,0,7,30,7,7,30,30,7.0,30.0,0,0,10,56,5,0,75.0,8.0,8.0,10.0,10.0,10.0,7.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.12,$395.00
1645,"Modern top floor unit in Brookvale, close to beach",,f,1,1,f,-33.75869,151.27651,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,-63.63636364,,318.0,27.0,2,0,2,10,2,2,10,10,2.0,10.0,0,0,0,0,7,2,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.16,$110.00
3417,Collaroy Beach House,100%,f,2,2,t,-33.73907,151.30171,f,House,Entire home/apt,9,3.0,4.0,4.0,Real Bed,,,,134.0,20.0,1,0,7,30,7,10,30,30,7.7,30.0,0,0,21,126,0,0,,,,,,,,f,f,f,flexible,f,f,2,2,0,0,,$749.00
3476,Apartment Beachside COOGEE,,f,1,1,f,-33.92494,151.25368999999998,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,7,1,1,7,7,1.0,7.0,0,0,0,0,2,2,100.0,10.0,10.0,10.0,8.0,10.0,10.0,f,t,f,flexible,f,f,1,0,1,0,0.4,$68.00
9396,Couple's Gateway in Sunny Elizabeth Bay,100%,f,62,62,t,-33.86983,151.22588000000002,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,278.0,75.0,2,0,3,365,2,5,365,365,2.8,365.0,19,49,79,163,29,14,89.0,9.0,9.0,9.0,10.0,10.0,9.0,f,t,f,moderate,f,f,40,40,0,0,1.41,$180.00
1792,25 year old female with a room to rent,100%,f,1,1,f,-33.76542,150.91323,t,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,,,,0.0,0.0,1,0,2,30,2,2,30,30,2.0,30.0,30,60,90,90,0,0,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,1,0,1,0,,$89.00
3797,Charming pad 5min to beach & cafes,,f,1,1,t,-33.89182,151.26908,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,47.0,1,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,24,2,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.55,$180.00
3368,Iron Barks Casa,,f,2,2,f,-33.75642,150.84386999999998,f,House,Private room,5,1.0,3.0,4.0,Real Bed,,,,,,1,0,3,3,3,3,3,3,3.0,3.0,30,60,90,365,0,0,,,,,,,,f,f,f,flexible,f,f,2,0,2,0,,$69.00
7196,"Large studio flat, near Airport and Sydney CBD",100%,f,6,6,t,-33.95834,151.11568,t,Guest suite,Entire home/apt,3,1.0,1.0,2.0,Real Bed,,,,120.0,47.0,3,0,1,1125,1,4,1125,1125,1.7,1125.0,30,60,90,365,28,3,86.0,9.0,9.0,10.0,10.0,9.0,8.0,f,f,f,strict_14_with_grace_period,f,f,4,4,0,0,0.48,$166.00
9482,"Modern 2 bedroom apartment, close to Manly beach",,f,1,1,t,-33.791059999999995,151.28355,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,0.0,25.0,1,0,2,10,2,2,10,10,2.0,10.0,0,0,0,0,4,4,95.0,9.0,9.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,1,1,0,0,0.71,$202.00
5109,Sydney CBD Location with Free Parking & Gym & pool,100%,f,7,7,t,-33.883070000000004,151.19797,f,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,,,,126.0,38.0,3,6,1,1125,1,1,1125,1125,1.0,1125.0,3,3,21,24,9,9,89.0,9.0,9.0,9.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,7,7,0,0,4.15,$159.00
6024,Breathtaking view a walk away from sydney CBD,,f,1,1,t,-33.8771,151.22814,t,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,,,,208.0,38.0,1,8,2,16,2,2,16,16,2.0,16.0,0,0,0,0,43,3,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,1,0,1,0,1.34,$120.00
8795,Modern Loft with easy access to the CBD,100%,f,2,2,f,-33.8858,151.17779,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,94.0,78.0,2,16,2,1125,2,2,1125,1125,2.0,1125.0,18,48,71,71,42,26,95.0,9.0,9.0,9.0,9.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,2.42,$160.00
9142,1 bed modern apartment - Bondi Junction,,f,1,1,f,-33.89439,151.24982,f,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,1,0,40.0,10.0,2.0,10.0,10.0,10.0,8.0,f,t,f,flexible,f,f,1,1,0,0,0.06,$150.00
126,Double Room in Bondi Beach,,f,2,2,t,-33.88993,151.2628,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,2,0,90.0,8.0,8.0,8.0,9.0,9.0,8.0,f,f,f,flexible,f,f,2,0,2,0,0.12,$161.00
5959,Bright 2 bedroom apartment in heart of Coogee,,f,1,1,t,-33.92099,151.25065,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,,,1,0,3,20,3,15,20,20,3.5,20.0,0,3,17,17,2,2,100.0,9.0,8.0,9.0,9.0,10.0,10.0,f,f,f,flexible,f,f,1,1,0,0,0.76,$144.00
3876,"New Apartment, 3min walk to Westfield",100%,f,9,9,t,-33.91653,150.92055,t,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,,,,145.0,62.0,4,11,1,1124,1,1,1124,1124,1.0,1124.0,9,37,54,319,24,21,91.0,10.0,10.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,9,9,0,0,1.65,$138.00
4451,Designed DUPLEX apartment at heart of Ashfield,100%,f,2,2,f,-33.888940000000005,151.12586000000002,f,Condominium,Entire home/apt,6,2.0,2.0,3.0,Real Bed,,,,172.0,34.0,4,11,1,31,1,3,31,31,1.6,31.0,11,29,59,60,15,15,91.0,9.0,9.0,9.0,9.0,9.0,9.0,f,t,f,moderate,f,f,2,2,0,0,1.41,$174.00
7147,Cute Modern Studio in North Sydney,,f,1,1,t,-33.84132,151.21358999999998,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,11.81657848,,,12.0,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,7,0,93.0,10.0,10.0,9.0,9.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.14,$81.00
3531,SHUTTERS by Palm Beach Holiday Rentals,100%,f,47,47,f,-33.60112,151.32768000000002,t,House,Entire home/apt,8,3.0,3.0,1.0,Real Bed,,,,91.0,30.0,1,0,2,90,2,14,90,90,3.8,90.0,29,59,89,316,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,45,43,2,0,,"$1,099.00"
